Date,Buy & hold SPY,Target 12% via Trailing 22d,Target 12% via HAR,"Target 12% via GARCH(1,1)",Target 12% via XGBoost,Target 12% via XGBoost-QLIKE,Target 12% via XGBoost +BC,Target 12% via Combo,Target 12% via Stacked,Target 12% via Blend
2010-10-15,1.2178274,1.457527947141258,1.3877436908869987,1.3809207431236363,1.3995029,1.3936379,1.4720629552499784,1.3906597072360218,1.4124819704035199,1.3715277676856887
2010-10-22,1.2192678,1.459142878777812,1.3891128424988253,1.3823499234482794,1.4009696,1.395072,1.4737179309223927,1.3920820734962371,1.413959851869914,1.3729326491278513
2010-10-29,1.2627945,1.5199143323910538,1.4333894554679596,1.4315070791099742,1.4499292,1.4403579,1.5294835448305328,1.43953562132538,1.4643321721775397,1.4196021142033473
2010-11-05,1.2368636,1.482973905446517,1.4090182707087764,1.4059069188400768,1.4249417,1.4146838,1.500631982866334,1.4145321976538374,1.4382754648307077,1.395167912705433
2010-11-12,1.2377901,1.4841837728596285,1.4097830439392653,1.4068361587231946,1.4258682,1.415552,1.5017039855235026,1.4154139299544553,1.4392126775378982,1.3960429946944917
2010-11-19,1.2261621,1.4697697526001083,1.3986481030273865,1.395918729990009,1.4126439,1.4034681,1.4863235808309734,1.4037003623478486,1.426034852720922,1.3838190698834476
2010-11-29,1.263206,1.5075736739187455,1.429934907037316,1.4282110191138142,1.4470361,1.4365565,1.5260472139269483,1.4363630210363787,1.4610388753028658,1.4165843282866004
2010-12-06,1.281728,1.5238988268856404,1.4475974258276134,1.4434542109728719,1.4653096,1.4538339,1.5470569066828128,1.45339400735773,1.4797749226242138,1.4341921171871408
2010-12-13,1.2888823,1.5307803340639272,1.4547401355152974,1.4501640754479663,1.4734323,1.4614723,1.556345009561444,1.460702070030384,1.487962203935743,1.4418019640587536
2010-12-20,1.301606,1.5442944798005191,1.4687655905091135,1.4635680458943052,1.4869677,1.4736742,1.5717671387129122,1.474378670053559,1.5022921125822262,1.455224305014066
2010-12-28,1.3135015,1.5602840032103436,1.4855037937857272,1.4773766134051993,1.4998703,1.4858501,1.5865255300066163,1.4887841449831984,1.5167748635895073,1.4689273124193334
2011-01-04,1.3181565,1.5684655179411588,1.4912359047780923,1.4829375228986261,1.505456,1.491366,1.5930408323845384,1.4944430775704343,1.5227118633811696,1.474480690298113
2011-01-11,1.3266383,1.5836043762107481,1.502260508993405,1.4937587634646594,1.5156726,1.5012838,1.605166266870955,1.505134291421995,1.5336805186942608,1.4847707886932762
2011-01-19,1.3413272,1.6099055381079599,1.5212498141372204,1.5110459335855364,1.5344183,1.519496,1.6277442292458482,1.523487858805315,1.553428083735264,1.503185578246614
2011-01-26,1.34981,1.6251775174462777,1.5320532792749757,1.5216866785821108,1.544483,1.5288758,1.6400508418817288,1.5340090454090571,1.5642371406646776,1.5132971184424602
2011-02-02,1.3682221,1.649038065161196,1.5546584622959738,1.539550073872289,1.564557,1.5486257,1.6646306551886434,1.5541155373534612,1.5856909705595938,1.5335975685445609
2011-02-09,1.3845658,1.6710067099091495,1.5755000749926127,1.5570783923031586,1.5842556,1.5675112,1.688734032067906,1.5734371429678369,1.6063890383613848,1.5531479587909236
2011-02-16,1.3543608,1.6290835759719529,1.5359079770625141,1.5224465269590732,1.5461657,1.5303509,1.6420167654238822,1.5360292546971375,1.566212037490331,1.515482174573911
2011-02-24,1.3806351,1.6604172189963016,1.5610239378107804,1.548622324087729,1.5717856,1.5555876,1.6732114532511468,1.561684025344819,1.5933881718430656,1.5405403701479952
2011-03-03,1.34412,1.6216616931404768,1.5244135192439048,1.5179185324432822,1.5315492,1.5173082,1.6243296100758142,1.5260575064558648,1.5527469388084871,1.502613910657411
2011-03-10,1.3225008,1.6001711339656048,1.505380725412862,1.500356142104609,1.512193,1.4994613,1.601097810875106,1.5074066789207319,1.5326356856637433,1.483806394381331
2011-03-17,1.3599335,1.6320775238836758,1.5291714547272495,1.5287337446175346,1.5440943,1.5280317,1.6388065983009414,1.5352577031388686,1.5616626597037535,1.5123707072000592
2011-03-24,1.37749,1.6472775501959296,1.5424194831735647,1.5428101894996922,1.5601394,1.5435042,1.6576116636071567,1.5496793321236435,1.5775080494012907,1.5271813816052209
2011-03-31,1.3850746,1.6543588282665473,1.5499833528811742,1.5496541349244597,1.5676944,1.5509971,1.6664060233146183,1.5569973684402574,1.5853649402849093,1.5345714509171349
2011-04-07,1.36679,1.6349336059478177,1.5334960888626274,1.5306996032435418,1.5452648,1.5293955,1.6403687326035403,1.5378643436590524,1.5635268028011886,1.5146086724041887
2011-04-14,1.3898535,1.664307046403922,1.5550217917430016,1.5566865992338241,1.5720295,1.5541129,1.6716134339856574,1.5625430250685448,1.5904997266111212,1.5392335766009348
2011-04-21,1.4173851,1.7082979183419107,1.5813824235587755,1.584731653227993,1.599494,1.580489,1.7042062648008072,1.589853003759496,1.6188172611643339,1.5659173844112508
2011-04-29,1.3942171,1.6702440982396265,1.5512456986231842,1.5596247143292734,1.5788021,1.5600395,1.6794598238035277,1.5648351976694754,1.5961667696694481,1.5430650582417114
2011-05-06,1.3925546,1.6676727465757704,1.5496854187379037,1.5577800944361346,1.577457,1.5586704,1.6778498735567156,1.5632706048776501,1.5946914295509562,1.5416646108126373
2011-05-13,1.3880872,1.661503143453722,1.5452918156758015,1.5530409297547683,1.5721762,1.5534308,1.6715332664079676,1.5584796751133863,1.5893979476874418,1.536767767036053
2011-05-20,1.3870487,1.6600881897878679,1.5441848932287516,1.551918785405631,1.5709314,1.5522405,1.670034882375329,1.5573219971430965,1.5881266842256703,1.5355921131012795
2011-05-27,1.3406093,1.5917260937384012,1.4969341137685397,1.5006328412936885,1.519169,1.5009046,1.6074291353706396,1.5072150695011612,1.5350890598732392,1.4860568899565314
2011-06-06,1.326688,1.5769369937338489,1.4845074862794485,1.4885221762337306,1.5063564,1.4886901,1.592054920342454,1.4947548804667536,1.521812326608939,1.4736191869396604
2011-06-13,1.3332653,1.5839411673640076,1.4910324931313637,1.4944709097860216,1.5136123,1.4960387,1.6007072048316806,1.501316623997277,1.529167249009158,1.4804723428933366
2011-06-20,1.3357713,1.5863480240398165,1.4931902208542596,1.4966571853562831,1.5161959,1.498641,1.6037569150782507,1.5036207255659617,1.531731072481745,1.482864466093561
2011-06-27,1.3970573,1.6424876662481023,1.5440970719283411,1.5497700659480875,1.5808908,1.562719,1.6794666571215635,1.5596107510456316,1.5945842044698626,1.54162802879335
2011-07-05,1.3718956,1.6190210958594171,1.51867679808946,1.528907591128617,1.5509331,1.5328083,1.644399075455103,1.534453580042117,1.5650133151361378,1.5140424474450789
2011-07-12,1.3857821,1.6313391233991856,1.5299322916491735,1.5402186752556295,1.5641791,1.5457302,1.6597633228904185,1.546370535383279,1.5781822514156092,1.5263616657915202
2011-07-19,1.392046,1.6372324610925566,1.535305531922668,1.5453330956055709,1.5712701,1.552942,1.6679804565667842,1.5521738071194826,1.5849724298083583,1.53269452224222
2011-07-26,1.3101914,1.5594968408126415,1.455105431962911,1.4729771189783494,1.4772501,1.4580363,1.559836801587697,1.4703757730311804,1.491249365244645,1.445531951342517
2011-08-02,1.2265624,1.4896132726536586,1.3977017798481983,1.413202160485865,1.4151969,1.4073478,1.4896116683589797,1.4105832018231284,1.4298993957367476,1.3862886802809804
2011-08-09,1.2485923,1.4985033512052748,1.4057764157260269,1.4204584138799512,1.4215606,1.412501,1.4966347556344033,1.4177918841703803,1.4367362127815249,1.3930027002705174
2011-08-16,1.2157043,1.4871353344446685,1.3917286573649301,1.4096780046572592,1.4068046,1.3990295,1.480857635051544,1.4046996902641675,1.4229246609369797,1.3789488846079867
2011-08-23,1.2704133,1.504844429575774,1.4127941078505246,1.428537458759595,1.429537,1.421058,1.5042701454912892,1.4255561426297445,1.4444353138368788,1.400597405722245
2011-08-30,1.2559005,1.5004041854777121,1.4070848850490387,1.4230567880304095,1.4211055,1.4133464,1.4958474439099894,1.419132860377813,1.4378669114198979,1.393362684917396
2011-09-07,1.2462956,1.497322738730214,1.403375139736798,1.4191256691985927,1.4167334,1.4092572,1.4915202100257314,1.415137953654398,1.43388981035402,1.3892928666470938
2011-09-14,1.2239877,1.4866473748094955,1.3938013737844155,1.4089160058784458,1.4052296,1.3980075,1.4800747508326537,1.4047239799311537,1.4232980279432097,1.3786352360626657
2011-09-21,1.208351,1.4783325851789124,1.3858684133836179,1.4013305975797234,1.3962077,1.3888563,1.4710550560413707,1.396553948584126,1.4145937102591224,1.3701571433308983
2011-09-28,1.2007946,1.474439366105346,1.3824193870924555,1.397750616564626,1.392597,1.385431,1.4674516867613345,1.3930030132046667,1.4110209096680224,1.366659388984354
2011-10-05,1.2672259,1.5070987868507928,1.411941493344899,1.428054189878063,1.4222081,1.4160386,1.4969152779770893,1.422858167083898,1.4423214848524248,1.395811275860259
2011-10-12,1.2712137,1.5090161478136517,1.4139980909728251,1.4299033765954965,1.4245946,1.4184377,1.499284792524991,1.4249464947744377,1.4445896540349183,1.3980311015827362
2011-10-19,1.3044815,1.5245122956547388,1.431328244360032,1.4463403222003346,1.442984,1.4360522,1.5174297476667007,1.4423453867510476,1.4628158939354594,1.4156912721886044
2011-10-26,1.3012283,1.522840464520875,1.429598658024375,1.444615565772869,1.4409846,1.4339765,1.5154534538355917,1.4405291163174474,1.4608792692781534,1.4138185243388905
2011-11-02,1.2925177,1.5186178399356898,1.4255011009182914,1.4406284798159332,1.4371308,1.4305214,1.5116347248146784,1.4365455810506729,1.4569089275215517,1.4099750021915882
2011-11-09,1.3021729,1.5233976224648538,1.4300843323361516,1.444915109493642,1.4420961,1.4355872,1.516547932465178,1.4411579024172985,1.4617710934366237,1.4147057497688478
2011-11-16,1.2232531,1.484656796240995,1.3891551367288761,1.405509499267285,1.3952601,1.3891089,1.4704363172232222,1.3988225894847268,1.4173477397632415,1.3708747101395866
2011-11-23,1.3115132,1.5292867759471473,1.4373139516149835,1.4530968599289353,1.4440051,1.4389904,1.518301075027189,1.4470653352820217,1.4681216610258558,1.4186166737136554
2011-12-01,1.3008085,1.5241539902575414,1.431904146126664,1.4481439204200908,1.4392166,1.434416,1.5136028836256825,1.442013898933351,1.4629572926242824,1.4137477264496627
2011-12-08,1.2822335,1.51464724711481,1.421526265656869,1.4383981778928632,1.4289404,1.4244857,1.5035099277923791,1.4318682886020533,1.4523813238283558,1.403669546730874
2011-12-15,1.3229994,1.5382838115649906,1.445758013184704,1.4622230303012154,1.4551904,1.4462755,1.5292809332038384,1.456653942805788,1.477695280582366,1.4285520528760576
2011-12-22,1.3254286,1.539645015911713,1.4472192382417053,1.4636283954460267,1.4565426,1.4476198,1.530608258340381,1.4580655034528798,1.47914240882731,1.429916981663486
2011-12-30,1.3520421,1.556086117434476,1.4696381098365585,1.481027091262092,1.4773718,1.4674416,1.5511535070974778,1.4781996073941037,1.5008924606776886,1.4504925169103993
2012-01-09,1.365983,1.566498039290212,1.480894929078255,1.4913371418263652,1.4880941,1.47799,1.5618027395974778,1.488978838659045,1.5122094528829915,1.461141622543417
2012-01-17,1.3883729,1.5868388117566148,1.4981068863994715,1.5103312497224721,1.5051553,1.49424,1.5788681185290667,1.506746959982106,1.530317605488182,1.4780597795844066
2012-01-24,1.3868942,1.5848738161185325,1.496561351049509,1.5089278882357993,1.5039335,1.4931324,1.5776255138271567,1.5053601269539851,1.5289537814509242,1.4767709683980292
2012-01-31,1.4235418,1.6372331210035442,1.5279723142157275,1.5465247180142454,1.5305982,1.5173957,1.6051166026045613,1.5370013020903108,1.5589527786700035,1.5047672766995974
2012-02-07,1.427766,1.6437474737971558,1.5320113820128571,1.5507655498220807,1.5337739,1.5203545,1.6084491840846797,1.540798238358443,1.5625291462359514,1.5081610964870913
